timestamp,site,species,individual,observer,buds,flowers,finished,notes,keep1,births1,deaths1,keep2,births2,deaths2
14/9/2022 10:49,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Ruby Stephens,4,1,0,,1,1,0,1,1,0
15/9/2022 10:34,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Ruby Stephens,3,2,0,2 flowers just opening,1,1,0,0,,
16/9/2022 10:39,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Ruby Stephens,3,1,1,One flower finished!,1,0,1,1,1,1
17/9/2022 13:50,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Eulalie McIntyre-Ding,2,2,1,,1,1,0,0,,
18/9/2022 14:08,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Ruby Stephens,1,3,1,,1,1,0,1,2,0
19/9/2022 15:18,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Ruby Stephens,0,3,2,,1,1,1,0,,
20/9/2022 10:44,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc01,Ruby Stephens,0,0,4,All finished! Removed tag,1,0,3,1,0,3
14/9/2022 11:01,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,12,0,0,,1,0,0,0,,
15/9/2022 10:47,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,11,1,0,1 flower just opening,1,1,0,1,1,0
16/9/2022 10:30,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,7,3,0,,1,2,0,0,,
17/9/2022 13:45,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Eulalie McIntyre-Ding,7,6,0,,1,3,0,1,5,0
18/9/2022 14:13,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,7,5,1,,1,0,1,0,,
19/9/2022 15:26,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,5,4,4,,1,2,3,1,2,4
20/9/2022 10:34,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,5,4,4,,1,0,0,0,,
21/9/2022 9:12,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,4,4,5,,1,1,1,1,1,1
22/9/2022 9:14,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,3,2,7,,1,0,2,0,,
23/9/2022 11:04,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,2,2,9,,1,2,2,1,2,4
24/9/2022 14:40,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,2,2,9,,1,0,0,0,,
25/9/2022 14:25,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,0,2,11,,1,2,2,1,2,2
26/9/2022 14:45,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,0,2,11,,1,0,0,0,,
27/9/2022 11:01,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,0,2,11,,1,0,0,1,0,0
28/9/2022 11:49,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc02,Ruby Stephens,0,1,12,Split the difference,1,0,1,0,,
16/9/2022 10:20,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,9,0,0,,1,0,0,1,0,0
17/9/2022 14:02,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,4,2,0,,1,2,0,0,,
18/9/2022 14:21,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,4,4,0,,1,2,0,1,4,0
19/9/2022 15:33,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,3,4,1,,1,1,1,0,,
20/9/2022 10:24,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,3,4,1,1 flower could be just finishing but have left as anthetic,1,0,0,1,1,1
21/9/2022 8:56,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,1,4,3,,1,2,2,0,,
22/9/2022 9:30,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,1,2,5,,1,0,2,1,2,4
23/9/2022 11:10,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,0,3,5,,1,1,0,0,,
24/9/2022 14:45,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,0,3,5,,1,0,0,1,1,0
25/9/2022 14:31,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,0,2,6,,1,0,1,0,,
26/9/2022 14:56,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc03,Ruby Stephens,0,0,8,All finished tag removed,1,0,2,1,0,3
15/9/2022 10:52,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,24,0,0,Many buds just about to open,1,0,0,0,,
16/9/2022 10:22,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,21,2,0,,1,2,0,1,2,0
17/9/2022 14:01,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,10,10,0,,1,8,0,0,,
18/9/2022 14:18,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,8,12,0,,1,2,0,1,10,0
19/9/2022 15:31,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,7,6,9,,1,3,9,0,,
20/9/2022 10:28,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,7,2,13,,1,0,4,1,3,13
21/9/2022 9:05,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,6,4,12,,1,2,0,0,,
22/9/2022 9:28,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,6,2,14,,1,0,2,1,2,2
23/9/2022 11:09,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,5,2,15,,1,1,1,0,,
24/9/2022 14:44,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,2,4,16,,1,3,1,1,4,2
25/9/2022 14:30,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,2,3,17,,1,0,1,0,,
26/9/2022 14:49,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,1,3,18,,1,1,1,1,1,2
27/9/2022 11:07,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,1,0,21,,1,0,3,0,,
28/9/2022 11:46,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc04,Ruby Stephens,0,1,21,,1,1,0,1,1,3
14/9/2022 12:11,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,13,0,0,,1,0,0,0,,
15/9/2022 10:32,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,10,1,0,1 flower just opening,1,1,0,1,1,0
16/9/2022 10:43,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,11,2,0,,1,1,0,0,,
17/9/2022 13:56,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,8,3,2,,1,3,2,1,4,2
18/9/2022 14:10,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,6,3,3,,1,1,1,0,,
19/9/2022 15:22,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,5,2,5,,1,1,2,1,2,3
20/9/2022 10:47,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,6,2,5,,1,0,0,0,,
21/9/2022 9:41,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,4,3,6,,1,2,1,1,2,1
22/9/2022 9:11,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,2,4,7,,1,2,1,0,,
23/9/2022 11:02,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,2,4,7,Anthetic flowers finishing?,1,0,0,1,2,1
24/9/2022 14:38,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,0,2,11,,1,2,4,0,,
25/9/2022 14:23,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,0,2,11,,1,0,0,1,2,4
26/9/2022 15:05,"Sassafras Gully, Springwood",Bossiaea obcordata,Bobc05,Ruby Stephens,0,0,13,Last one!,1,0,2,0,,
27/9/2022 15:05,,Bossiaea obcordata,Bobc05,,,,,,,,,1,0,2
18/9/2022 15:14,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,4,0,0,,1,0,0,1,0,0
19/9/2022 16:04,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,2,2,0,Bit of chewing on wings,1,2,0,0,,
20/9/2022 11:56,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,2,2,0,,1,0,0,1,2,0
21/9/2022 10:20,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,2,2,0,Holes chewed in anthetic flowers,1,0,0,0,,
22/9/2022 10:21,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,0,4,0,,1,2,0,1,2,0
23/9/2022 12:01,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,0,4,0,Starting to wither?,1,0,0,0,,
24/9/2022 15:44,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,0,2,2,,1,0,2,1,0,2
25/9/2022 15:16,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,0,1,3,,1,0,1,0,,
26/9/2022 14:06,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat01,Ruby Stephens,0,0,4,All finished tag removed,1,0,1,1,0,2
23/9/2022 12:08,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat02,Ruby Stephens,6,0,0,,1,0,0,0,,
24/9/2022 15:46,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat02,Ruby Stephens,5,1,0,,1,1,0,1,1,0
25/9/2022 15:18,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat02,Ruby Stephens,4,2,0,,1,1,0,0,,
26/9/2022 14:10,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat02,Ruby Stephens,2,3,0,Apis visiting flowers,1,1,0,1,2,0
27/9/2022 10:27,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat02,Ruby Stephens,2,3,1,,1,1,1,0,,
28/9/2022 11:08,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat02,Ruby Stephens,1,2,3,"Plant heavy with rain, hail may have sped anthesis?",1,1,2,1,2,3
28/9/2022 11:12,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat03,Ruby Stephens,6,0,0,One about to open,1,0,0,0,,
27/9/2022 10:34,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat04,Ruby Stephens,5,0,1,Buds starting to open,1,0,0,1,0,0
28/9/2022 11:19,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat04,Ruby Stephens,4,1,1,Two more buds about to pop,1,1,0,0,,
25/9/2022 16:00,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat05,Ruby Stephens,5,1,0,"Flowers literally opening as I stand here recording data, very freshly opened",1,1,0,1,1,0
26/9/2022 14:13,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat05,Ruby Stephens,4,2,0,,1,1,0,0,,
27/9/2022 10:32,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat05,Ruby Stephens,4,2,0,One just starting to close,1,0,0,1,1,0
28/9/2022 11:17,"Sassafras Gully, Springwood",Gompholobium latifolium,Glat05,Ruby Stephens,4,1,1,"Flowers finishing, split the difference",1,0,1,0,,
29/9/2022 11:17,,Gompholobium latifolium,Glat05,,,,,,,,,1,0,1
16/9/2022 10:45,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,3,0,0,Might not monitor this until it starts flowering?,1,0,0,1,0,0
17/9/2022 13:57,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,2,0,,1,2,0,0,,
18/9/2022 14:23,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,2,0,,1,0,0,1,2,0
19/9/2022 15:37,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,2,0,1 anthetic flower pollen presenter blackening,1,0,0,0,,
20/9/2022 10:49,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,1,1,"Clear end to anthesis, pollen presenter turns black",1,0,1,1,0,1
21/9/2022 9:47,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,1,1,Anthetic flower starting to blacken,1,0,0,0,,
22/9/2022 9:32,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,1,1,0,1
23/9/2022 11:13,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,0,0,,
24/9/2022 14:47,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,0,1,0,0
25/9/2022 14:34,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,0,0,,
26/9/2022 13:37,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,0,1,0,0
27/9/2022 9:59,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,0,0,,
28/9/2022 10:41,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc01,Ruby Stephens,1,0,2,,1,0,0,1,0,0
19/9/2022 15:45,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,9,0,0,As before,1,0,0,0,,
20/9/2022 11:12,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,8,1,0,,1,1,0,1,1,0
21/9/2022 9:56,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,7,2,0,,1,1,0,0,,
22/9/2022 9:39,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,6,3,0,,1,1,0,1,2,0
23/9/2022 11:45,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,5,4,0,,1,1,0,0,,
24/9/2022 15:26,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,5,4,0,,1,0,0,1,1,0
25/9/2022 14:49,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,5,4,0,One starting to blacken,1,0,0,0,,
26/9/2022 13:47,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,5,3,1,Perianth entirely black though pollen presenter not,1,0,1,1,0,1
27/9/2022 10:07,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,5,3,1,3 starting to blacken,1,0,0,0,,
28/9/2022 10:49,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc02,Ruby Stephens,5,0,4,,1,0,3,1,0,3
24/9/2022 15:38,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc03,Ruby Stephens,2,0,0,,1,0,0,0,,
25/9/2022 15:15,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc03,Ruby Stephens,0,2,0,,1,2,0,1,2,0
26/9/2022 14:03,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc03,Ruby Stephens,0,2,0,,1,0,0,0,,
27/9/2022 10:20,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc03,Ruby Stephens,0,2,0,,1,0,0,1,0,0
28/9/2022 11:03,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc03,Ruby Stephens,0,2,0,One pp still has pollen attached!,1,0,0,0,,
20/9/2022 12:20,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,3,0,0,,1,0,0,1,0,0
22/9/2022 10:18,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,1,2,0,,1,2,0,0,,
23/9/2022 11:57,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,0,3,0,,1,1,0,1,3,0
24/9/2022 15:38,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,0,3,0,,1,0,0,0,,
25/9/2022 15:10,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,0,3,0,Starting to blacken,1,0,0,1,0,0
26/9/2022 14:02,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,0,2,1,"One with black on pp, all with blackening perianths",1,0,1,0,,
27/9/2022 10:19,"Sassafras Gully, Springwood",Grevillea mucronulata,Gmuc04,Ruby Stephens,0,0,3,Think all finished?,1,0,2,1,0,3
15/9/2022 10:45,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,11,0,0,"Marked new inflorescence, old one too hard to count",1,0,0,0,,
16/9/2022 10:32,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,5,6,0,,1,6,0,1,6,0
17/9/2022 13:43,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Eulalie McIntyre-Ding,0,11,0,She can't tell lmaooo,1,5,0,0,,
18/9/2022 13:58,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,Thrips visiting flowers,1,0,0,1,5,0
19/9/2022 15:10,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,0,,
20/9/2022 10:04,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,1,0,0
21/9/2022 9:08,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,0,,
22/9/2022 9:03,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,1,0,0
23/9/2022 10:51,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,0,,
24/9/2022 14:33,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,1,0,0
25/9/2022 14:18,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,0,,
26/9/2022 14:42,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,1,0,0
27/9/2022 10:58,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,,1,0,0,0,,
28/9/2022 11:50,"Sassafras Gully, Springwood",Lomandra longifolia,Llon01,Ruby Stephens,0,11,0,All just anthetic still,1,0,0,1,0,0
